Date,Open,High,Low,Close,Volume
2020-03-05,81.63,81.67,80.31,80.8,96365
2020-03-06,81.9,82.77,81.7,82.55,82588
2020-03-09,83.26,83.38,82.79,83.15,84172
2020-03-10,79.81,80.57,79.1,80.26,69189
2020-03-11,81.23,81.49,80.77,80.82,86666
2020-03-12,79.87,80.24,79.47,80.24,19435
2020-03-13,79.26,79.47,78.94,79.2,86153
2020-03-16,80.29,80.64,79.11,80.2,44084
2020-03-17,82.08,82.27,81.0,81.9,41910
2020-03-18,83.94,84.3,83.34,83.46,78576
2020-03-19,82.08,82.63,81.92,82.1,27633
2020-03-20,81.2,82.22,80.98,81.64,78388
2020-03-23,82.31,83.01,81.47,82.22,67993
2020-03-24,83.14,84.19,83.07,83.87,96936
2020-03-25,83.91,84.33,82.93,83.1,42117
2020-03-26,81.96,83.39,81.94,82.84,39371
2020-03-27,80.89,82.04,80.31,81.04,41007
2020-03-30,79.09,79.47,79.05,79.15,83379
2020-03-31,80.22,80.7,80.08,80.47,78008
2020-04-01,83.24,83.46,82.15,82.7,80587
2020-04-02,83.02,83.61,82.33,82.62,66549
2020-04-03,83.83,85.07,83.46,84.32,55113
2020-04-06,85.39,85.39,84.12,84.97,29201
2020-04-07,83.43,84.37,82.66,83.92,63363
2020-04-08,84.61,84.64,83.85,84.56,52828
2020-04-09,86.53,88.04,86.22,87.21,98733
2020-04-10,86.75,87.78,86.2,87.19,30103
2020-04-13,89.25,91.03,88.71,89.96,65922
2020-04-14,85.38,85.49,84.02,85.29,51323
2020-04-15,85.97,87.05,85.86,86.74,66273
2020-04-16,87.11,87.96,85.8,86.93,20699
2020-04-17,85.61,87.47,85.54,86.45,15782
2020-04-20,86.26,87.0,86.19,86.66,40682
2020-04-21,83.39,83.55,82.62,83.25,52685
2020-04-22,82.86,83.49,82.18,82.93,93362
2020-04-23,83.81,84.55,82.84,83.56,71929
2020-04-24,86.19,86.72,85.56,86.08,97468
2020-04-27,85.5,85.71,84.1,85.23,83861
2020-04-28,83.99,84.07,83.62,83.89,88222
2020-04-29,83.37,83.59,82.88,83.09,82909
2020-04-30,85.53,85.89,83.84,84.65,84520
2020-05-01,85.47,85.87,84.85,85.25,41552
2020-05-04,83.73,85.16,83.42,84.39,21138
2020-05-05,85.76,86.52,84.25,85.3,27347
2020-05-06,85.05,85.68,84.27,85.51,17967
2020-05-07,87.31,87.37,86.43,87.21,38179
2020-05-08,86.34,86.6,85.89,86.03,28268
2020-05-11,85.02,85.53,84.73,85.51,81966
2020-05-12,84.38,84.96,83.89,84.88,65677
2020-05-13,83.27,83.67,82.37,82.44,35032
2020-05-14,82.81,83.5,82.75,82.97,60331
2020-05-15,83.67,83.82,83.32,83.44,33291
2020-05-18,83.06,84.27,82.7,83.49,53108
2020-05-19,83.48,83.91,82.76,83.14,22411
2020-05-20,81.46,81.86,79.95,80.83,67022
2020-05-21,80.24,80.73,79.96,80.19,36715
2020-05-22,79.77,80.26,79.47,79.68,79252
2020-05-25,78.19,78.46,77.95,78.44,83294
2020-05-26,77.71,78.91,77.43,78.23,70428
2020-05-27,78.91,78.91,78.61,78.9,57076
2020-05-28,81.51,83.09,81.32,81.92,80331
2020-05-29,82.0,83.04,81.63,82.24,39300
2020-06-01,82.78,83.31,82.52,82.71,43361
2020-06-02,82.58,83.22,82.16,82.63,29877
2020-06-03,78.57,79.96,78.36,79.5,40911
2020-06-04,80.02,80.43,79.12,79.49,59723
2020-06-05,79.69,79.72,79.3,79.63,38671
2020-06-08,84.1,84.72,83.01,83.59,38602
2020-06-09,83.78,83.87,83.03,83.31,35431
2020-06-10,84.95,84.97,83.72,83.86,32614
2020-06-11,83.86,84.7,83.79,83.84,73530
2020-06-12,81.13,82.73,80.94,81.92,86816
2020-06-15,83.66,85.04,82.91,83.84,58355
2020-06-16,85.1,85.58,84.15,85.14,74027
2020-06-17,86.54,86.99,85.99,86.53,86295
2020-06-18,85.0,85.33,84.97,85.0,33888
2020-06-19,87.29,87.81,86.42,87.42,62161
2020-06-22,85.22,85.87,85.0,85.02,16979
2020-06-23,86.2,87.06,85.23,86.06,96205
2020-06-24,89.64,91.08,89.44,89.87,15978
2020-06-25,88.56,89.43,87.34,88.13,79519
2020-06-26,86.57,88.24,86.32,87.18,55838
2020-06-29,86.7,87.54,86.61,87.4,80119
2020-06-30,86.68,87.12,85.99,86.56,87811
2020-07-01,83.86,84.22,83.77,83.92,94080
2020-07-02,84.68,84.89,83.72,84.08,58758
2020-07-03,82.78,83.42,82.01,82.33,38044
2020-07-06,83.05,83.43,81.93,83.15,65533
2020-07-07,81.17,82.62,80.86,81.67,67941
2020-07-08,84.6,85.19,83.9,84.24,58908
2020-07-09,83.07,83.17,82.8,82.96,34858
2020-07-10,82.14,83.66,81.86,82.47,39739
2020-07-13,84.12,84.77,83.17,83.85,18706
2020-07-14,81.87,82.19,81.14,81.83,15926
2020-07-15,81.94,82.95,81.16,82.24,98199
2020-07-16,84.57,85.02,84.42,84.43,59666
2020-07-17,82.18,82.98,81.64,81.76,78056
2020-07-20,82.18,82.79,81.2,82.1,35498
2020-07-21,82.82,83.42,82.11,82.57,94899
2020-07-22,82.98,83.91,82.95,83.9,36832
2020-07-23,81.66,81.88,80.95,81.87,25379
2020-07-24,79.75,80.14,79.57,79.75,22087
2020-07-27,80.76,81.23,80.47,80.62,28313
2020-07-28,81.12,82.22,80.42,81.14,88645
2020-07-29,82.11,82.44,81.58,81.59,71627
2020-07-30,82.72,83.17,82.08,82.19,78099
2020-07-31,80.39,81.74,80.24,81.12,33225
2020-08-03,81.68,82.22,80.85,81.53,75697
2020-08-04,81.35,82.79,81.31,82.05,78926
2020-08-05,80.91,81.02,80.85,80.92,76077
2020-08-06,84.96,85.22,83.72,83.98,20258
2020-08-07,84.88,85.38,84.63,84.82,86256
2020-08-10,82.8,82.95,82.57,82.84,37386
2020-08-11,83.61,84.94,83.05,83.97,87984
2020-08-12,82.62,82.9,81.59,82.38,93930
2020-08-13,84.04,84.58,82.47,83.71,24472
2020-08-14,86.27,86.92,85.43,85.7,18329
2020-08-17,84.31,84.76,84.3,84.33,16397
2020-08-18,86.64,86.76,85.1,86.0,94530
2020-08-19,87.09,87.98,86.41,86.75,91906
2020-08-20,88.14,88.72,87.61,88.22,35279
2020-08-21,91.5,92.28,91.43,91.61,25078
2020-08-24,91.9,92.45,89.96,91.21,53619
2020-08-25,90.43,90.91,89.67,89.88,47051
2020-08-26,87.93,88.85,87.1,88.33,33252
2020-08-27,86.9,87.02,86.85,86.93,84971
2020-08-28,87.04,87.2,86.48,86.84,60057
2020-08-31,87.09,87.83,86.48,87.47,42972
2020-09-01,88.27,88.36,87.8,88.0,12643
2020-09-02,89.3,90.33,88.75,89.5,27073
2020-09-03,90.02,90.12,89.1,89.57,24289
2020-09-04,91.69,93.23,91.46,92.22,75428
2020-09-07,91.37,91.85,91.2,91.78,80968
2020-09-08,95.7,97.53,95.39,96.81,44521
2020-09-09,97.82,98.36,97.58,98.07,72292
2020-09-10,96.09,97.32,95.94,96.44,17345
2020-09-11,93.98,95.44,93.83,94.42,43365
2020-09-14,94.81,96.19,94.63,95.38,17521
2020-09-15,95.3,95.58,94.23,95.0,55232
2020-09-16,96.71,97.19,96.29,96.41,79184
2020-09-17,97.72,98.0,97.16,97.37,78673
2020-09-18,96.66,97.42,96.02,97.28,79286
2020-09-21,96.04,96.46,95.59,95.68,40651
2020-09-22,92.94,93.32,91.46,92.83,20800
2020-09-23,91.79,92.32,91.69,92.04,73870
2020-09-24,92.65,94.73,92.61,93.67,20983
2020-09-25,95.03,95.35,92.87,94.11,66700
2020-09-28,91.99,92.44,90.46,91.82,39118
2020-09-29,92.36,92.94,92.05,92.18,33648
2020-09-30,92.44,93.48,91.82,92.94,36390
2020-10-01,92.1,92.47,90.82,91.34,12551
2020-10-02,91.68,91.92,91.54,91.67,31800
2020-10-05,92.28,92.62,90.95,91.82,31038
2020-10-06,89.32,90.03,88.56,89.77,16971
2020-10-07,90.02,91.4,89.38,90.45,16530
2020-10-08,90.57,92.01,90.28,91.51,16629
2020-10-09,93.35,93.74,93.26,93.54,43380
2020-10-12,95.08,96.61,94.38,95.56,49901
2020-10-13,93.72,93.83,92.86,92.97,72987
2020-10-14,92.27,92.29,90.84,91.28,41852
2020-10-15,92.79,93.63,91.34,92.26,11283
2020-10-16,93.7,94.65,91.89,93.26,30095
2020-10-19,93.9,94.28,93.47,94.26,34217
2020-10-20,100.69,101.7,100.46,101.58,59416
2020-10-21,103.44,104.05,101.95,102.79,91835
2020-10-22,105.69,106.73,103.75,105.17,28888
2020-10-23,107.57,107.81,106.44,107.23,22763
2020-10-26,108.43,109.54,108.28,108.68,35556
2020-10-27,108.17,108.73,106.58,108.05,39009
2020-10-28,110.1,110.98,108.67,109.74,91557
2020-10-29,108.91,109.3,106.8,108.1,42602
2020-10-30,108.27,108.67,107.44,107.65,11089
2020-11-02,107.0,107.16,106.65,106.65,86229
2020-11-03,107.97,108.25,106.52,106.88,51814
2020-11-04,111.92,112.01,111.31,111.88,73278
2020-11-05,107.45,108.25,107.42,107.76,60100
2020-11-06,110.03,110.37,107.76,109.29,63798
2020-11-09,106.97,107.11,105.73,105.82,60290
2020-11-10,105.21,106.31,103.82,104.88,93297
2020-11-11,107.74,107.93,106.47,107.21,84567
2020-11-12,107.44,107.61,106.74,107.41,32010
2020-11-13,105.62,105.81,105.08,105.14,79785
2020-11-16,104.7,105.2,103.49,103.69,25282
2020-11-17,106.07,106.46,104.05,105.15,85948
2020-11-18,103.34,105.17,102.54,103.67,89222
2020-11-19,104.0,105.0,103.18,104.17,60085
2020-11-20,104.29,104.51,104.21,104.32,59416
2020-11-23,102.51,103.03,102.29,103.01,21240
2020-11-24,106.36,107.96,106.28,107.48,18259
2020-11-25,108.41,110.33,107.46,108.9,64869
2020-11-26,104.38,105.94,104.25,104.54,45292
2020-11-27,105.29,106.3,104.53,104.98,76314
2020-11-30,103.82,105.19,102.31,103.64,60500
2020-12-01,105.48,105.86,105.12,105.46,82692
2020-12-02,103.47,103.99,102.43,103.84,19168
2020-12-03,102.21,103.76,102.17,103.66,42174
2020-12-04,104.05,104.89,103.33,104.76,59678
2020-12-07,106.26,107.59,105.2,106.62,24567
2020-12-08,105.14,105.6,103.42,104.12,88002
2020-12-09,102.8,103.84,102.68,103.47,97445
2020-12-10,101.76,103.75,101.05,102.54,27569
2020-12-11,100.35,101.97,99.76,101.25,95925
2020-12-14,104.66,104.99,104.48,104.88,96795
2020-12-15,104.91,106.74,104.34,105.78,39033
2020-12-16,103.63,104.67,102.65,103.17,83869
2020-12-17,104.96,106.07,104.67,105.11,16796
2020-12-18,108.33,110.51,108.22,109.63,27543
2020-12-21,111.84,112.01,111.76,111.94,26724
2020-12-22,108.67,109.31,108.24,108.6,75333
2020-12-23,107.15,109.1,106.96,107.6,14648
2020-12-24,111.47,111.74,109.5,110.38,59334
2020-12-25,109.64,110.3,108.07,108.87,91554
2020-12-28,108.74,110.64,108.36,109.89,54199
2020-12-29,112.23,112.36,110.96,111.65,65284
2020-12-30,108.98,110.06,108.53,109.64,74089
2020-12-31,108.22,111.13,108.21,109.56,88682
2021-01-01,102.33,102.52,101.41,102.51,13760
2021-01-04,99.65,101.38,99.43,100.47,92909
2021-01-05,99.22,101.21,99.01,100.01,44542
2021-01-06,96.58,98.18,96.46,97.56,54409
2021-01-07,100.33,101.28,99.66,100.8,46636
2021-01-08,98.34,98.96,97.43,97.96,84637
2021-01-11,97.2,98.08,95.82,97.15,56619
2021-01-12,97.4,97.7,96.52,97.45,40373
2021-01-13,101.07,101.56,98.82,100.31,38669
2021-01-14,96.95,98.26,96.82,97.48,77534
2021-01-15,99.75,99.86,99.61,99.8,82982
2021-01-18,100.28,101.09,99.77,99.87,27514
2021-01-19,97.41,98.59,96.97,97.96,46788
2021-01-20,98.52,100.19,98.04,98.91,27858
2021-01-21,99.66,100.03,98.49,99.35,92279
2021-01-22,98.69,99.52,98.19,98.21,76677
2021-01-25,98.15,99.44,97.38,98.4,98503
2021-01-26,96.8,97.93,96.74,97.69,31312
2021-01-27,97.75,98.47,97.73,97.96,50379
2021-01-28,99.52,99.87,99.3,99.31,21738
2021-01-29,102.78,103.14,102.03,102.51,32852
2021-02-01,99.95,100.82,98.76,100.02,27438
2021-02-02,104.75,105.41,104.12,104.34,52359
2021-02-03,99.82,101.79,99.51,100.31,17597
2021-02-04,99.58,100.11,99.48,100.06,36417
2021-02-05,101.41,101.76,101.06,101.29,63161
2021-02-08,103.21,103.28,101.73,101.91,18036
2021-02-09,101.4,101.4,100.02,100.69,16344
2021-02-10,101.73,101.8,99.89,100.32,81155
2021-02-11,99.09,99.43,97.93,99.38,37716
2021-02-12,98.01,98.49,97.44,98.26,96836
2021-02-15,99.9,101.23,99.32,99.98,66882
2021-02-16,100.68,101.01,99.98,100.74,84027
2021-02-17,98.92,100.63,98.58,99.4,40654
2021-02-18,101.11,101.45,100.56,101.23,36762
2021-02-19,101.82,102.22,100.71,101.91,67169
2021-02-22,103.88,104.58,102.73,103.61,87988
2021-02-23,105.92,106.12,104.74,104.97,45428
2021-02-24,104.08,104.12,102.93,103.28,11140
2021-02-25,102.31,103.1,101.64,102.18,86021
2021-02-26,102.7,103.96,102.53,103.76,11207
2021-03-01,105.41,105.51,103.69,105.07,76418
2021-03-02,104.64,105.81,103.54,105.08,88405
2021-03-03,105.22,106.31,104.79,105.38,38064
2021-03-04,108.4,109.04,107.41,108.13,22991
2021-03-05,107.46,107.69,105.98,106.9,79338
2021-03-08,108.32,108.79,106.78,108.13,61971
2021-03-09,109.04,109.05,106.97,107.74,92035
2021-03-10,106.61,107.33,106.3,107.33,90018
2021-03-11,109.35,110.25,109.32,109.74,35518
2021-03-12,110.11,112.66,110.06,111.61,37103
2021-03-15,114.85,115.06,113.43,113.48,29337
2021-03-16,116.25,116.73,115.97,116.5,21944
2021-03-17,117.06,117.09,116.24,116.6,66622
2021-03-18,120.0,120.01,117.9,118.25,21590
2021-03-19,117.53,117.58,117.5,117.58,19764
2021-03-22,119.33,119.72,118.15,118.4,18068
2021-03-23,119.27,119.61,116.72,118.15,85969
2021-03-24,118.38,118.62,117.73,118.44,58511
2021-03-25,120.26,121.14,119.86,119.91,34322
2021-03-26,118.48,119.12,116.98,118.01,77628
2021-03-29,122.86,124.77,122.04,123.0,90807
2021-03-30,119.49,120.79,119.07,120.59,91253
2021-03-31,117.68,117.81,117.59,117.72,20350
2021-04-01,119.73,120.89,118.95,120.51,27622
2021-04-02,123.95,124.18,121.73,122.48,33782
2021-04-05,124.48,124.95,123.65,124.07,43204
2021-04-06,125.48,125.75,125.28,125.69,40750
2021-04-07,125.95,127.39,124.77,125.72,90905
2021-04-08,124.12,125.05,122.5,123.53,22145
2021-04-09,123.91,124.22,122.45,123.77,24743
2021-04-12,121.32,122.69,121.13,122.16,66378
2021-04-13,125.07,126.05,124.1,124.6,22237
2021-04-14,125.06,125.94,122.76,124.3,17016
2021-04-15,121.73,123.68,121.73,122.31,99081
2021-04-16,121.9,123.01,120.28,121.58,32736
2021-04-19,121.11,122.76,121.11,122.65,90811
2021-04-20,120.95,122.68,120.75,121.33,29008
2021-04-21,119.46,119.63,118.38,119.39,15571
2021-04-22,119.74,121.46,118.43,120.04,12224
2021-04-23,120.59,121.37,118.99,120.68,42441
2021-04-26,119.52,119.6,118.51,119.52,54760
2021-04-27,118.66,119.7,118.45,118.45,22180
2021-04-28,119.26,120.63,118.74,119.06,64040
2021-04-29,116.04,116.19,115.49,115.67,73115
2021-04-30,113.23,114.16,112.3,112.48,90742
2021-05-03,110.91,111.75,110.2,110.92,97697
2021-05-04,109.23,111.55,109.22,110.5,48342
2021-05-05,112.17,112.52,110.55,111.24,36654
2021-05-06,115.57,115.81,113.94,114.58,44773
2021-05-07,116.37,116.98,115.42,116.6,67505
2021-05-10,114.95,116.97,114.66,116.29,33554
2021-05-11,115.84,116.85,115.18,116.3,57591
2021-05-12,113.19,114.83,113.04,114.03,43002
2021-05-13,114.02,114.67,113.94,114.04,65860
2021-05-14,112.05,113.9,112.02,113.44,30132
2021-05-17,114.92,115.79,112.79,114.23,41881
2021-05-18,111.58,112.45,111.15,112.4,46021
2021-05-19,113.87,114.07,112.38,113.62,11401
2021-05-20,116.62,118.07,115.97,117.16,29611
2021-05-21,116.69,117.43,116.58,116.96,65243
2021-05-24,118.13,118.18,117.93,117.96,40116
2021-05-25,119.77,120.13,119.62,119.65,50992
2021-05-26,119.45,120.06,118.35,118.75,16155
2021-05-27,119.15,119.34,118.8,119.34,62870
2021-05-28,119.74,121.0,118.22,119.43,98839
2021-05-31,119.61,121.13,118.32,119.72,72522
2021-06-01,117.96,118.47,117.82,117.93,97265
2021-06-02,117.76,118.91,116.72,118.05,68585
2021-06-03,118.18,120.32,117.51,119.28,36423
2021-06-04,124.53,124.63,121.8,122.8,65835
2021-06-07,126.18,126.68,124.84,125.22,70614
2021-06-08,130.63,130.95,129.46,130.68,99388
2021-06-09,128.12,129.27,126.84,128.74,88915
2021-06-10,130.26,131.81,129.72,131.05,43840
2021-06-11,132.77,133.46,130.93,131.59,28990
2021-06-14,137.07,137.55,136.0,137.42,26241
2021-06-15,134.57,135.29,133.99,135.27,86721
2021-06-16,132.3,133.67,131.55,133.07,31625
2021-06-17,131.8,132.88,131.39,131.54,94565
2021-06-18,125.43,127.45,124.98,126.02,54254
2021-06-21,124.62,124.84,124.44,124.75,87227
2021-06-22,122.08,124.58,121.68,122.92,82010
2021-06-23,122.51,124.82,121.77,123.35,38328
2021-06-24,124.61,124.62,122.48,124.26,83402
2021-06-25,128.66,130.88,127.88,128.98,73064
2021-06-28,131.61,133.31,131.15,131.5,40873
2021-06-29,129.63,130.07,128.43,130.05,38001
2021-06-30,129.01,129.11,127.02,127.78,60081
2021-07-01,129.63,130.56,128.78,129.1,46191
2021-07-02,125.78,126.34,125.31,125.75,41312
2021-07-05,130.41,130.74,129.32,130.42,37691
2021-07-06,133.56,133.59,133.54,133.56,79119
2021-07-07,130.9,133.47,130.78,132.38,28601
2021-07-08,127.92,128.52,126.28,127.91,15722
2021-07-09,131.35,131.93,130.95,131.43,95867
2021-07-12,131.41,132.5,130.97,131.2,50695
2021-07-13,134.53,136.51,132.59,134.51,63574
2021-07-14,130.65,131.02,129.52,130.29,13696
2021-07-15,129.13,129.65,128.26,128.79,55740
2021-07-16,128.35,129.36,127.78,128.87,73811
2021-07-19,130.28,130.7,127.31,129.06,40099
2021-07-20,127.25,128.16,126.99,127.96,96120
2021-07-21,128.1,130.06,127.76,129.62,74503
2021-07-22,126.47,127.45,125.11,126.91,12871
2021-07-23,127.22,127.72,125.64,126.62,76668
2021-07-26,127.53,127.66,125.28,126.98,55607
2021-07-27,128.73,129.13,126.89,128.35,18275
2021-07-28,130.66,131.22,129.85,130.25,49464
2021-07-29,126.3,127.95,126.25,127.38,30954
2021-07-30,122.74,123.66,121.79,123.54,90578
2021-08-02,125.27,126.94,125.18,126.76,25523
2021-08-03,128.02,128.99,126.18,127.66,71250
2021-08-04,125.02,126.79,124.94,125.81,98691
2021-08-05,129.82,130.61,129.71,129.78,67149
2021-08-06,129.13,131.18,128.99,130.15,44148
2021-08-09,133.25,134.73,132.88,133.28,95076
2021-08-10,133.07,134.14,133.06,133.53,32318
2021-08-11,139.21,139.5,138.45,139.1,55475
2021-08-12,143.67,145.65,142.22,144.05,67649
2021-08-13,142.58,145.33,141.64,143.4,75458
2021-08-16,146.54,146.66,145.45,146.26,95731
2021-08-17,148.07,150.41,146.55,148.22,12708
2021-08-18,151.99,152.7,151.48,152.35,74425
2021-08-19,150.65,151.08,149.12,149.49,18712
2021-08-20,151.17,152.23,150.19,151.62,78368
2021-08-23,155.7,156.3,154.21,154.9,21156
2021-08-24,149.91,150.79,147.78,149.53,12610
2021-08-25,146.38,146.88,144.02,146.07,30583
2021-08-26,140.45,140.56,139.98,140.18,75942
2021-08-27,138.42,139.76,137.72,139.5,29873
2021-08-30,141.89,143.28,141.15,141.57,47125
2021-08-31,145.76,147.35,145.55,145.89,51520
2021-09-01,147.63,147.78,144.95,146.18,63312
2021-09-02,150.84,151.72,149.92,151.02,43919
2021-09-03,148.48,148.92,146.89,146.92,28919
2021-09-06,143.22,143.69,140.68,141.99,55814
2021-09-07,142.04,142.41,140.41,141.91,66184
2021-09-08,142.9,144.21,141.91,143.07,49194
2021-09-09,144.03,144.08,142.79,143.04,23794
2021-09-10,138.87,139.16,136.73,137.2,66408
2021-09-13,136.67,137.35,136.39,137.03,74887
2021-09-14,132.7,135.15,132.51,133.52,21889
2021-09-15,133.58,137.07,133.53,135.37,47327
2021-09-16,136.07,136.77,136.05,136.43,69722
2021-09-17,134.24,134.32,133.11,133.94,20808
2021-09-20,132.15,134.38,131.42,132.63,95024
2021-09-21,130.0,130.44,129.04,129.89,36049
2021-09-22,130.17,130.19,129.04,129.79,56163
2021-09-23,131.59,133.66,131.08,132.33,32931
2021-09-24,129.72,130.33,129.25,129.79,35991
2021-09-27,130.35,131.29,130.14,131.16,26901
2021-09-28,129.58,130.9,127.93,129.84,24256
2021-09-29,127.46,128.51,127.08,127.84,55833
2021-09-30,127.73,128.62,126.22,127.63,75303
2021-10-01,125.08,126.29,123.24,125.05,70710
2021-10-04,122.15,124.05,122.01,123.73,78136
2021-10-05,120.52,121.0,119.74,120.83,36990
2021-10-06,126.01,126.68,124.43,125.64,44510
2021-10-07,126.23,126.85,124.94,125.79,55800
2021-10-08,123.63,125.07,123.63,124.09,50387
2021-10-11,124.79,126.46,124.49,124.68,25438
2021-10-12,122.73,124.86,122.71,124.47,11813
2021-10-13,123.38,125.14,123.28,123.98,72912
2021-10-14,124.75,125.59,124.47,125.56,75618
2021-10-15,128.95,129.36,126.77,127.53,22905
2021-10-18,127.03,127.64,125.83,126.24,92289
2021-10-19,126.02,126.24,124.24,124.85,60516
2021-10-20,124.07,125.93,123.42,124.22,79212
2021-10-21,119.47,119.48,117.79,118.57,76395
2021-10-22,114.46,116.09,113.93,115.03,20451
2021-10-25,118.32,118.6,117.08,118.24,11134
2021-10-26,122.5,123.54,122.16,122.19,98056
2021-10-27,121.65,121.67,121.5,121.64,20442
2021-10-28,123.08,123.95,121.75,123.1,96346
2021-10-29,123.84,125.03,123.24,123.93,76897
2021-11-01,133.0,133.21,130.0,131.62,24924
2021-11-02,135.06,136.22,133.83,134.64,11014
2021-11-03,133.48,135.85,133.31,134.36,92409
2021-11-04,132.45,132.7,131.45,131.86,92214
2021-11-05,128.07,128.2,126.98,127.69,96664
2021-11-08,127.41,128.34,126.76,128.27,30025
2021-11-09,125.83,126.87,125.06,126.39,53427
2021-11-10,123.58,123.85,122.6,122.86,83233
2021-11-11,121.71,122.84,120.8,121.33,17352
2021-11-12,118.29,119.13,117.72,118.77,64122
2021-11-15,121.41,123.74,121.13,122.84,35398
2021-11-16,125.6,126.4,125.04,125.07,77173
2021-11-17,124.85,125.41,124.81,125.11,45529
2021-11-18,129.78,130.7,127.43,128.87,57406
2021-11-19,129.37,130.46,128.92,129.14,12187
2021-11-22,126.78,127.45,126.0,126.98,67620
2021-11-23,132.16,132.37,130.76,130.91,12591
2021-11-24,132.83,133.99,130.82,132.39,76736
2021-11-25,130.34,130.69,127.87,129.71,10136
2021-11-26,128.28,129.43,127.67,129.28,42854
2021-11-29,127.86,128.67,125.44,127.08,16968
2021-11-30,123.34,123.65,123.08,123.63,33199
2021-12-01,125.75,127.29,125.54,125.98,15520
2021-12-02,130.83,132.31,129.16,130.85,24955
2021-12-03,127.06,128.24,126.95,127.26,80269
2021-12-06,127.53,129.07,127.03,128.75,53939
2021-12-07,126.93,127.37,126.74,127.14,79166
2021-12-08,125.78,126.71,125.53,125.97,64935
2021-12-09,124.41,125.69,123.5,124.54,94925
2021-12-10,122.37,124.05,121.2,122.45,18640
2021-12-13,122.56,123.0,122.03,122.63,11920
2021-12-14,119.93,121.79,119.69,120.65,81088
2021-12-15,120.81,122.27,119.67,121.36,81696
2021-12-16,121.57,121.68,120.59,121.3,15126
2021-12-17,121.49,122.18,119.06,120.78,46413
2021-12-20,119.26,120.06,118.53,118.65,50142
2021-12-21,118.35,118.9,116.95,117.34,19359
2021-12-22,118.58,119.19,117.88,119.17,43272
2021-12-23,120.31,122.01,120.06,120.43,82309
2021-12-24,117.74,119.54,117.33,118.13,14994
2021-12-27,118.19,118.45,117.7,118.43,33185
2021-12-28,120.03,121.89,119.9,120.27,12581
2021-12-29,116.85,117.15,115.99,116.31,35307
2021-12-30,117.12,118.6,115.9,117.63,16476
2021-12-31,117.53,117.53,115.38,116.13,43402
2022-01-03,116.79,117.59,116.73,117.52,83933
2022-01-04,115.95,116.43,115.66,115.78,32010
2022-01-05,111.83,112.28,111.58,111.66,18026
2022-01-06,108.39,108.7,106.73,108.08,58008
2022-01-07,107.95,108.25,106.93,108.24,88542
2022-01-10,108.34,108.93,107.91,108.86,44660
2022-01-11,107.33,107.78,106.38,106.94,87299
2022-01-12,108.09,108.59,107.27,108.36,29996
2022-01-13,104.34,105.42,103.77,104.81,44693
2022-01-14,105.28,105.91,103.3,104.73,86674
2022-01-17,102.63,102.91,101.06,102.24,97796
2022-01-18,101.29,101.92,100.72,100.96,49178
2022-01-19,101.03,101.52,100.8,101.11,74551
2022-01-20,100.03,100.31,98.13,99.42,51609
